Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
27400,0.42,0.55,0.03,0.09562045,0.08746178,0.691804,159.69
27500,0.39,0.6,0.01,0.0969125,0.08868095,0.4192017,129.45
27600,0.46,0.5,0.04,0.09341656,0.09251002,0.808206,149.95
27700,0.52,0.46,0.02,0.0975699,0.09607434,0.834204,144.32
27800,0.48,0.49,0.03,0.1175198,0.1179649,0.8992042,157.68
27900,0.35,0.63,0.02,0.1026203,0.1029714,0.6192047,147.78
28000,0.42,0.53,0.05,0.09640435,0.0859509,0.9046073,179.21
28100,0.43,0.55,0.02,0.09380129,0.09233075,0.7980044,149.38
28200,0.41,0.56,0.03,0.1000469,0.0968478,0.8772058,153.34
28300,0.42,0.53,0.05,0.09611864,0.08942498,0.9998085,174.4
28400,0.48,0.47,0.05,0.09106536,0.08970837,1.367211,191.14
28500,0.39,0.55,0.06,0.09369373,0.1045975,1.13641,197.19
28600,0.39,0.59,0.02,0.08931243,0.09337716,0.5414021,163.09
28700,0.39,0.57,0.04,0.09074958,0.09821736,1.090008,165.77
28800,0.43,0.54,0.03,0.1064399,0.0997901,0.4950018,140.43
28900,0.51,0.48,0.01,0.09632958,0.09510984,0.7134022,125.56
29000,0.4,0.58,0.02,0.09628287,0.09800239,0.7902042,169.07
29100,0.31,0.65,0.04,0.09648614,0.09845641,0.9358084,148.37
29200,0.4,0.55,0.05,0.09407568,0.09380914,1.001807,167.94
29300,0.42,0.57,0.01,0.09482122,0.0921056,0.4458017,142.35
29400,0.46,0.53,0.01,0.1041077,0.09785114,0.522002,126.73
29500,0.37,0.61,0.02,0.09178643,0.09684999,0.6768039,165.14
29600,0.47,0.48,0.05,0.1018226,0.09102037,1.073209,190.55
29700,0.38,0.59,0.03,0.09529233,0.1004313,0.6760036,146.71
29800,0.5,0.49,0.01,0.09907294,0.0928093,0.6018022,128.13
29900,0.45,0.49,0.06,0.09253891,0.09530639,1.390011,191.16
30000,0.48,0.49,0.03,0.09073258,0.0949879,1.068008,148.54
30100,0.45,0.54,0.01,0.09723452,0.09777948,0.4753996,165.68
30200,0.43,0.56,0.01,0.1024855,0.1167015,0.3031997,135.99
30300,0.35,0.61,0.04,0.09747074,0.09152488,0.6216043,168.39
30400,0.41,0.57,0.02,0.09469001,0.09235955,0.6298045,144.12
30500,0.4,0.59,0.01,0.09852797,0.1042732,0.4998024,156.06
30600,0.48,0.5,0.02,0.09625956,0.09301997,0.7816031,164.07
30700,0.34,0.63,0.03,0.09066196,0.09125134,0.4570016,159.61
30800,0.39,0.6,0.01,0.09245329,0.1005328,0.4374017,131.06
30900,0.45,0.54,0.01,0.09176417,0.1005626,0.414202,132.1
31000,0.37,0.58,0.05,0.1070177,0.11568,1.259612,163.46
31100,0.53,0.4,0.07,0.09243634,0.08458357,1.412212,183.39
31200,0.46,0.48,0.06,0.09684955,0.08942929,1.37901,194.78
31300,0.45,0.51,0.04,0.09726756,0.09445069,0.7878056,158.71
31400,0.4,0.57,0.03,0.08776461,0.09315989,1.102007,170.38
31500,0.4,0.58,0.02,0.09498072,0.08896587,0.6896038,124.94
31600,0.43,0.55,0.02,0.09865359,0.1080513,0.5840046,115.84
31700,0.42,0.55,0.03,0.09858989,0.1001193,1.025807,161.35
31800,0.45,0.52,0.03,0.09391523,0.08740493,0.9210061,169.83
31900,0.41,0.58,0.01,0.08983254,0.08749854,0.4867995,175.81
32000,0.52,0.45,0.03,0.09899719,0.1100341,0.9852068,170.31
32100,0.44,0.52,0.04,0.1084658,0.1117863,0.9494086,174.57
32200,0.44,0.52,0.04,0.09383658,0.08523991,0.9298054,153.53
32300,0.39,0.57,0.04,0.08817181,0.08712698,0.9970087,179.19
32400,0.46,0.52,0.02,0.09990869,0.08624772,0.5522013,155.67
32500,0.49,0.48,0.03,0.0959438,0.09232152,0.7770045,144.2
32600,0.41,0.57,0.02,0.09381791,0.09518654,0.6716041,144.19
32700,0.44,0.56,0,0.107468,0.1133778,0.2839998,137.88
32800,0.45,0.51,0.04,0.08877461,0.08569314,0.9416063,148.31
32900,0.44,0.54,0.02,0.09891088,0.09335198,0.2097999,134.7
