Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
34500,0.41,0.57,0.02,0.1036286,0.09685853,0.6490018,151.38
34600,0.41,0.53,0.06,0.0985001,0.1033535,1.209611,191.92
34700,0.43,0.56,0.01,0.09771647,0.1055521,0.5067995,136.77
34800,0.43,0.55,0.02,0.09515189,0.09176609,0.5320013,142.33
34900,0.47,0.53,0,0.09991479,0.1061845,0.6037996,131.27
35000,0.44,0.54,0.02,0.09276533,0.09017794,0.8428048,133.31
35100,0.48,0.5,0.02,0.09368186,0.09549744,0.9888042,158.23
35200,0.44,0.52,0.04,0.09441745,0.09102765,0.815004,172.87
35300,0.45,0.52,0.03,0.1013434,0.09990082,0.8106039,159.95
35400,0.46,0.5,0.04,0.1075845,0.1127399,1.035208,156.14
35500,0.5,0.48,0.02,0.09960055,0.09729542,0.5480022,145.69
35600,0.56,0.43,0.01,0.1039104,0.0997166,0.6283998,138.78
35700,0.57,0.42,0.01,0.09747274,0.09434306,0.4027997,133.09
35800,0.49,0.45,0.06,0.1030742,0.1025906,1.568614,177.65
35900,0.44,0.53,0.03,0.09746382,0.08931056,0.8446065,158.6
36000,0.48,0.5,0.02,0.1003052,0.09615177,0.5094017,141.07
36100,0.56,0.41,0.03,0.09335992,0.09603254,1.180204,191.21
36200,0.55,0.41,0.04,0.09746078,0.09685993,0.8438038,163.88
36300,0.46,0.53,0.01,0.09712362,0.09749552,0.6090015,162.31
36400,0.43,0.55,0.02,0.09341672,0.09092765,0.8270046,153.28
36500,0.54,0.44,0.02,0.09576141,0.08871498,0.7286045,135.98
36600,0.45,0.55,0,0.1014324,0.09468757,0.3681997,139.42
36700,0.42,0.56,0.02,0.09106863,0.09255861,0.7650048,185.17
36800,0.49,0.49,0.02,0.1049184,0.1022422,0.7714028,150.37
36900,0.59,0.38,0.03,0.09808741,0.09475649,1.157006,158.85
37000,0.5,0.47,0.03,0.09601557,0.09155656,0.8376046,154.73
37100,0.53,0.45,0.02,0.1024544,0.0930806,0.7076016,138.06
37200,0.52,0.42,0.06,0.1039494,0.1052722,1.38521,174.41
37300,0.41,0.56,0.03,0.104636,0.1077682,0.5830013,190.2
37400,0.41,0.57,0.02,0.104995,0.12323,0.5244014,128.49
37500,0.48,0.52,0,0.1029222,0.09351631,0.4367996,145.19
37600,0.49,0.49,0.02,0.09727782,0.08949715,0.7782037,137.83
37700,0.43,0.52,0.05,0.1053619,0.1201325,0.9940056,198.56
37800,0.36,0.59,0.05,0.1171259,0.1169742,0.9072067,153.05
